  T/S       O-cavity       Oesophagus-s   Oesophagus-f   St-cont        SI-cont        RC-cont        LC-cont        RS-cont        ET1-sur        ET2-sur        ET2-seq        LN-ET          Bronchi        Bronchi-q      Brchiole       Brchiole-q     ALV            LN-Th          Blood          Liver          C-bone-S       C-bone-V       C-marrow       T-bone-S       T-bone-V       T-marrow       Kidneys        Ovaries        Testes         Ureters        UB-cont        Other          
Bronch-bas 2.25201927E-20 1.29726628E-17 1.29726628E-17 2.88167463E-19 3.61322841E-20 2.29207368E-20 5.31842485E-20 1.92293222E-21 1.52964596E-20 4.08779309E-20 4.08779309E-20 8.19801665E-20 1.41733339E-11 5.18095811E-09 8.88070405E-16 4.69261471E-17 4.46158086E-17 1.20027052E-16 5.48312859E-13 6.42552880E-19 1.16643255E-19 1.16643255E-19 1.40579771E-20 2.43947392E-19 2.43947392E-19 2.82399628E-19 4.32892065E-20 0.00000000E+00 1.10521338E-22 1.29673756E-20 1.00389174E-21 2.89814741E-13
Bronch-sec 2.25201927E-20 1.29726628E-17 1.29726628E-17 2.88167463E-19 3.61322841E-20 2.29207368E-20 5.31842485E-20 1.92293222E-21 1.52964596E-20 4.08779309E-20 4.08779309E-20 8.19801665E-20 3.24633000E-09 9.83512058E-10 8.88070405E-16 4.69261471E-17 4.46110021E-17 1.20027052E-16 5.48312859E-13 6.42552880E-19 1.16643255E-19 1.16643255E-19 1.40579771E-20 2.43947392E-19 2.43947392E-19 2.82399628E-19 4.32892065E-20 0.00000000E+00 1.10521338E-22 1.29673756E-20 1.00389174E-21 2.71316537E-13
Bchiol-sec 1.94712508E-20 2.50692555E-18 2.50692555E-18 7.35399008E-19 4.32651739E-20 2.62516617E-20 7.03147195E-20 2.10862447E-21 1.18492166E-20 2.91115468E-20 2.91115468E-20 6.21243933E-20 4.25137531E-17 4.25137531E-17 1.99871517E-09 9.48103958E-10 5.91619690E-13 1.07337814E-17 5.48312859E-13 1.56630376E-18 3.52863349E-19 3.52863349E-19 1.62973392E-20 4.80813164E-19 4.80813164E-19 4.28886624E-19 6.07721563E-20 0.00000000E+00 1.21552324E-22 1.57308096E-20 1.17426719E-21 1.03220951E-13
AI         1.94712508E-20 2.50692555E-18 2.50692555E-18 7.35399008E-19 4.32651739E-20 2.62516617E-20 7.03147195E-20 2.10862447E-21 1.18492166E-20 2.91115468E-20 2.91115468E-20 6.21243933E-20 4.25137531E-17 4.25137531E-17 8.88070405E-16 8.88070405E-16 1.52532008E-11 1.07337814E-17 1.77857612E-12 1.56630376E-18 3.52863349E-19 3.52863349E-19 1.62973392E-20 4.80813164E-19 4.80813164E-19 4.28886624E-19 6.07721563E-20 0.00000000E+00 1.21552324E-22 1.57308096E-20 1.17426719E-21 1.23911029E-13
LN-Th      7.20274461E-20 1.15369524E-16 1.15369524E-16 7.12071318E-20 1.72041711E-20 1.16415746E-20 1.85003319E-20 8.52085521E-22 1.48041107E-20 5.65664431E-18 5.65664431E-18 2.08282943E-17 2.20347332E-16 2.20347332E-16 1.01781466E-17 1.01781466E-17 1.01781466E-17 1.05182886E-09 1.77008458E-13 1.18524210E-19 3.31858816E-19 3.31858816E-19 8.65047129E-21 1.38907099E-19 1.38907099E-19 2.46607005E-19 2.53384211E-20 0.00000000E+00 5.96746654E-23 7.24360012E-21 4.90682571E-22 1.22134624E-18
R-marrow   3.41760266E-19 6.59872408E-19 6.59872408E-19 9.07616958E-20 1.14118225E-19 8.66601240E-20 1.81526596E-19 2.28278106E-19 1.12213237E-19 3.34534450E-19 3.34534450E-19 4.23775681E-19 5.28509958E-19 5.28509958E-19 8.05350033E-19 8.05350033E-19 8.05350033E-19 4.29287168E-19 4.81373926E-13 2.74965529E-19 9.08834612E-18 1.26392499E-18 5.05246355E-20 1.95113053E-12 2.47680463E-13 3.65103978E-12 2.28230041E-19 0.00000000E+00 1.65953441E-20 4.40133903E-19 1.76063174E-19 2.15132816E-13
Endost-BS  5.13930152E-19 2.75926835E-19 2.75926835E-19 3.94744243E-20 5.29327068E-20 4.01521449E-20 7.39324340E-20 1.14908098E-19 2.07193463E-19 4.45725499E-19 4.45725499E-19 2.18873330E-19 1.99422907E-19 1.99422907E-19 2.99639047E-19 2.99639047E-19 2.99639047E-19 1.69894795E-19 1.83897817E-13 1.08002717E-19 2.15765108E-12 1.25500086E-18 2.92028708E-13 1.43567831E-11 1.78706765E-12 4.06408088E-12 9.42384188E-20 0.00000000E+00 1.69958882E-20 1.84682884E-19 1.05575420E-19 1.93148692E-13
Brain      2.40983365E-19 1.10292227E-20 1.10292227E-20 8.77544105E-22 2.89000595E-22 3.20883907E-22 4.17126648E-22 2.64455251E-23 3.17006640E-19 3.47864559E-18 3.47864559E-18 7.56243324E-20 6.04789580E-21 6.04789580E-21 4.73170782E-21 4.73170782E-21 4.73170782E-21 1.02931828E-20 1.32700268E-13 1.23582281E-21 5.07040793E-19 5.07040793E-19 4.09708571E-22 4.20154762E-19 4.20154762E-19 2.88055311E-19 4.39957663E-22 0.00000000E+00 2.38339774E-24 1.37630165E-22 1.78081917E-23 2.73870217E-13
Eye-lens   5.33941336E-19 1.01396943E-20 1.01396943E-20 1.12333400E-21 1.36474995E-22 7.27948887E-22 4.56075559E-24 5.32835834E-28 2.30921697E-17 5.89520838E-18 5.89520838E-18 8.68924396E-20 6.99558320E-21 6.99558320E-21 4.87862740E-21 4.87862740E-21 4.87862740E-21 9.06751783E-21 8.45885098E-18 1.15116381E-21 3.05022360E-19 3.05022360E-19 5.99742724E-24 1.84378470E-19 1.84378470E-19 1.43056736E-19 2.04998482E-21 0.00000000E+00 0.00000000E+00 3.35688018E-24 0.00000000E+00 2.86558470E-13
P-gland    2.80989712E-18 2.04213415E-20 2.04213415E-20 1.20832946E-21 4.43866974E-22 1.15106768E-22 5.13529608E-22 0.00000000E+00 3.89969757E-18 2.51253317E-16 2.51253317E-16 2.48113051E-19 9.78897790E-21 9.78897790E-21 8.17222161E-21 8.17222161E-21 8.17286248E-21 1.88880586E-20 1.34110183E-13 1.65456766E-21 5.36921384E-19 5.36921384E-19 1.22669041E-22 3.22245757E-19 3.22245757E-19 2.29063172E-19 6.81341573E-22 0.00000000E+00 0.00000000E+00 1.99342799E-22 6.56155358E-29 2.73895023E-13
Tongue     1.24325691E-14 2.37234272E-19 2.37234272E-19 4.86677130E-21 1.45501658E-21 1.53917891E-21 2.12064080E-21 1.20065504E-22 7.92388425E-19 5.21989099E-17 5.21989099E-17 3.44612141E-17 4.46174108E-20 4.46174108E-20 2.20235180E-20 2.20235180E-20 2.20235180E-20 8.74259644E-20 1.34110183E-13 5.67362738E-21 4.09003614E-19 4.09003614E-19 1.06910033E-21 4.25217640E-19 4.25217640E-19 2.26227320E-19 1.71721276E-21 0.00000000E+00 9.62155046E-24 5.88511467E-22 7.82166539E-23 7.94492843E-18
Tonsils    2.36577380E-17 4.96129971E-20 4.96129971E-20 2.13682278E-21 7.16525369E-22 5.03868483E-22 9.44659279E-22 3.26587655E-23 7.17759044E-19 9.77535940E-17 9.77535940E-17 9.57668952E-19 2.12656885E-20 2.12656885E-20 1.17809639E-20 1.17809639E-20 1.17809639E-20 3.86060446E-20 1.34110183E-13 2.90586749E-21 9.58181648E-19 9.58181648E-19 6.55178031E-22 5.88559532E-19 5.88559532E-19 7.35751486E-19 1.11424966E-21 0.00000000E+00 2.13105495E-24 3.14715527E-22 2.96306520E-23 2.73730482E-13
S-glands   2.32235482E-18 2.52198601E-19 2.52198601E-19 4.11454944E-21 1.21571550E-21 1.29817952E-21 1.80068615E-21 1.10226538E-22 1.12708309E-19 2.83312868E-18 2.83312868E-18 8.58862728E-18 4.68620601E-20 4.68620601E-20 2.47888746E-20 2.47888746E-20 2.47888746E-20 9.79282312E-20 1.34110183E-13 5.24456451E-21 3.72746360E-19 3.72746360E-19 1.19017680E-21 1.76239414E-19 1.76239414E-19 8.92876934E-20 1.76063174E-21 0.00000000E+00 9.57124212E-24 5.41519631E-22 5.89552882E-23 2.73533270E-13
Thyroid    1.55806857E-19 6.17703123E-17 6.17703123E-17 2.00159909E-20 5.27756935E-21 4.32106999E-21 6.67851247E-21 4.83665038E-22 2.63109423E-20 3.58294728E-18 3.58294728E-18 1.06839537E-17 3.35271452E-17 3.35271452E-17 6.04549254E-19 6.04549254E-19 6.04549254E-19 1.42061785E-16 4.31033540E-13 2.40855191E-20 1.65889353E-19 1.65889353E-19 4.15492428E-21 9.36135700E-20 9.36135700E-20 1.49161029E-19 7.67907168E-21 0.00000000E+00 1.98926233E-23 2.21821335E-21 2.22494249E-22 2.45529067E-13
Breast     1.68388749E-20 5.39997563E-20 5.39997563E-20 1.57497153E-19 2.91435903E-20 2.58959786E-20 4.85058931E-20 1.71176536E-21 1.80421094E-19 1.25355891E-20 1.25355891E-20 2.26163233E-20 3.97724291E-19 3.97724291E-19 4.46126043E-19 4.46126043E-19 4.46126043E-19 5.23863646E-20 1.34110183E-13 1.59986935E-19 1.18131677E-20 1.18131677E-20 6.07064671E-21 7.50507532E-20 7.50507532E-20 5.63677732E-20 2.45597634E-20 0.00000000E+00 1.07443557E-22 9.96121187E-21 9.12038965E-22 2.73738442E-13
Thymus     6.01953728E-20 7.10789577E-18 7.10789577E-18 4.24032029E-20 1.05572215E-20 8.86115750E-21 1.24689385E-20 6.42809228E-22 1.94456160E-20 2.67146907E-19 2.67146907E-19 5.88623620E-19 1.45136361E-17 1.45136361E-17 5.45012376E-18 5.45012376E-18 5.45012376E-18 4.31738498E-17 1.34110183E-13 4.99142063E-20 4.99446476E-19 4.99446476E-19 6.59151429E-21 2.63445880E-19 2.63445880E-19 9.94887511E-19 1.37905739E-20 0.00000000E+00 4.11727314E-23 4.12223988E-21 4.08234569E-22 2.73738442E-13
Ht-wall    1.59509487E-20 2.31466437E-17 2.31466437E-17 6.97747860E-18 7.99037458E-20 3.62652648E-20 9.10805289E-20 3.14459179E-21 1.02997518E-20 2.14883910E-20 2.14883910E-20 4.27268426E-20 1.58932703E-17 1.58932703E-17 7.69797737E-18 7.69797737E-18 7.69797737E-18 2.51349447E-17 4.34734568E-13 7.68532017E-19 6.86564668E-20 6.86564668E-20 1.08609942E-20 1.03228231E-19 1.03228231E-19 2.32684091E-19 7.55410192E-20 0.00000000E+00 1.59224299E-22 2.44299871E-20 1.63518132E-21 2.44926194E-13
Adrenals   2.72754525E-21 2.23327381E-19 2.23327381E-19 1.16583974E-18 1.57532401E-18 1.51275902E-19 3.47560145E-19 1.17002142E-20 1.81126052E-21 3.25658393E-21 3.25658393E-21 5.85210984E-21 8.03267204E-20 8.03267204E-20 1.57431464E-19 1.57431464E-19 1.57431464E-19 5.56387829E-20 5.80035954E-13 5.42304697E-18 1.39738629E-19 1.39738629E-19 8.95328264E-21 1.14017288E-19 1.14017288E-19 1.35955890E-19 6.00463704E-17 0.00000000E+00 5.61594902E-22 2.18312568E-19 6.43049555E-21 2.31124465E-13
Liver      5.80164128E-21 1.31984095E-18 1.31984095E-18 1.43843405E-18 2.99927438E-19 1.52469523E-18 1.72746669E-19 7.68323734E-21 4.89945570E-21 5.73034442E-21 5.73034442E-21 1.04896097E-20 6.12880572E-19 6.12880572E-19 1.67235182E-18 1.67235182E-18 1.67235182E-18 1.12793225E-19 7.10565272E-13 7.11061947E-12 6.95969444E-20 6.95969444E-20 1.07438751E-20 1.90066197E-19 1.90066197E-19 1.55997516E-19 1.61002715E-18 0.00000000E+00 4.62532330E-22 8.48160189E-20 5.53760259E-21 2.15898708E-19
Pancreas   2.84770849E-21 1.76015109E-19 1.76015109E-19 3.52863349E-18 1.38242196E-17 2.14114866E-18 1.81158095E-18 2.39204950E-20 2.41816497E-21 2.72145698E-21 2.72145698E-21 4.77096114E-21 6.19481539E-20 6.19481539E-20 7.68580083E-20 7.68580083E-20 7.68580083E-20 3.49130278E-20 5.80035954E-13 2.53896908E-18 4.72850347E-20 4.72850347E-20 5.42753307E-21 4.60353370E-20 4.60353370E-20 6.55065878E-20 1.17264899E-18 0.00000000E+00 1.05727626E-21 6.09243631E-19 1.38122033E-20 2.31127821E-13
Kidneys    1.80549268E-21 8.22989996E-20 8.22989996E-20 3.40510569E-19 2.30841588E-18 9.77375722E-19 7.31665936E-19 2.49987597E-20 1.34640503E-21 1.94183790E-21 1.94183790E-21 3.47592189E-21 4.13986382E-20 4.13986382E-20 6.03427730E-20 6.03427730E-20 6.03427730E-20 2.66313776E-20 7.94295015E-13 1.59720974E-18 5.77840972E-20 5.77840972E-20 8.45084010E-21 1.44344886E-19 1.44344886E-19 1.30766441E-19 3.97644182E-11 0.00000000E+00 1.05628291E-21 6.40405964E-18 1.39608853E-20 5.46798543E-19
Spleen     4.48961895E-21 2.71825263E-19 2.71825263E-19 2.61379072E-18 7.39196166E-19 3.05118490E-20 2.49330705E-18 8.92396281E-21 2.64375142E-21 5.30032025E-21 5.30032025E-21 9.97755407E-21 4.18103976E-19 4.18103976E-19 3.21604886E-18 3.21604886E-18 3.21604886E-18 1.17630195E-19 1.02919011E-12 8.66761458E-20 1.09744283E-19 1.09744283E-19 2.04437720E-20 3.39004523E-19 3.39004523E-19 2.61331007E-19 2.16422000E-18 0.00000000E+00 3.37562564E-22 8.40854264E-20 3.62043821E-21 1.88185541E-13
GB-wall    3.63405671E-21 1.29438236E-19 1.29438236E-19 2.55451019E-19 1.58503320E-18 1.24218345E-17 1.90819220E-19 1.29840383E-20 3.08659300E-21 3.42000593E-21 3.42000593E-21 6.27428334E-21 7.07841572E-20 7.07841572E-20 8.98676813E-20 8.98676813E-20 8.98676813E-20 3.91924412E-20 1.34110183E-13 2.30425022E-17 2.82287475E-20 2.82287475E-20 6.29415033E-21 5.46518421E-20 5.46518421E-20 5.71448288E-20 8.41959766E-19 0.00000000E+00 7.70150216E-22 1.83833730E-19 9.56483341E-21 2.73697118E-13
Ureters    6.35246955E-22 2.20844007E-20 2.20844007E-20 1.05964748E-19 7.14907170E-18 6.45773255E-19 2.26595821E-19 7.85418957E-19 6.05077972E-22 7.40349733E-22 7.40349733E-22 1.09566441E-21 1.22717106E-20 1.22717106E-20 1.55480013E-20 1.55480013E-20 1.55497637E-20 7.44996045E-21 1.34110183E-13 8.47262970E-20 1.46825055E-19 1.46825055E-19 3.88736081E-21 1.01909640E-19 1.01909640E-19 2.29271455E-19 5.87566183E-18 0.00000000E+00 1.13140897E-20 1.00184096E-09 3.12120001E-18 1.47948069E-18
UB-wall    7.94278993E-23 1.12400691E-21 1.12400691E-21 5.31586137E-21 8.58093683E-19 2.78826774E-20 1.35419161E-20 4.12608511E-18 7.89023855E-23 5.88944055E-23 5.88944055E-23 9.57845191E-23 9.39628444E-22 9.39628444E-22 1.13337965E-21 1.13337965E-21 1.13341169E-21 5.50892363E-22 6.56379663E-14 5.16285351E-21 1.67203138E-19 1.67203138E-19 4.49843092E-21 1.82279619E-19 1.82279619E-19 2.11343100E-19 1.24777505E-20 0.00000000E+00 8.65255412E-20 3.54481548E-18 1.44998574E-13 2.80265219E-13
Ovaries    0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
Testes     7.55842780E-24 1.12589748E-22 1.12589748E-22 4.46622718E-22 3.59191947E-21 1.90851263E-21 1.00842590E-21 2.73940136E-20 9.32883281E-24 1.66738507E-23 1.66738507E-23 1.13760939E-23 1.02534489E-22 1.02534489E-22 1.23269857E-22 1.23269857E-22 1.23269857E-22 6.34590063E-23 1.80196789E-13 4.32555608E-22 1.65584940E-20 1.65584940E-20 3.13818309E-20 1.62044130E-20 1.62044130E-20 1.75262086E-20 1.03934791E-21 0.00000000E+00 4.50499985E-10 1.11336846E-20 8.04004205E-20 8.43404238E-19
Prostate   3.52623023E-23 6.13184985E-22 6.13184985E-22 2.42024780E-21 3.30913532E-20 1.21074875E-20 5.87758444E-21 3.89441039E-19 3.23383302E-23 3.07345516E-23 3.07345516E-23 4.26851860E-23 4.57197082E-22 4.57197082E-22 6.37490002E-22 6.37490002E-22 6.37506024E-22 2.75990922E-22 1.34110183E-13 2.37971274E-21 1.72570429E-19 1.72570429E-19 8.21467928E-21 1.39721005E-19 1.39721005E-19 1.55975085E-19 5.76046534E-21 0.00000000E+00 2.47616376E-19 1.22084246E-19 2.16438022E-17 2.73687053E-13
Uterus     0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
LN-Sys     3.89969757E-20 1.34198303E-17 1.34198303E-17 4.54505426E-18 4.99093997E-18 2.00592496E-18 2.95297148E-18 6.89192238E-18 8.17334313E-21 1.47054167E-19 1.47054167E-19 5.49674709E-19 3.76575562E-18 3.76575562E-18 2.90554706E-18 2.90554706E-18 2.90554706E-18 4.51893878E-18 1.77008458E-13 7.39212188E-19 2.58975807E-19 2.58975807E-19 2.09724902E-20 1.86701626E-19 1.86701626E-19 3.14683484E-19 4.57725801E-19 0.00000000E+00 5.25241518E-19 1.82551989E-17 3.54433482E-18 2.69702715E-13
Skin       8.06263274E-20 3.39757546E-20 3.39757546E-20 2.76279313E-20 2.59889048E-20 3.73787774E-20 5.47303488E-20 7.57396891E-20 1.82568011E-18 1.01533128E-19 1.01533128E-19 1.95545640E-19 7.02201911E-20 7.02201911E-20 4.37362137E-20 4.37362137E-20 4.37362137E-20 1.16998938E-19 1.45149179E-13 3.66738198E-20 1.22399875E-19 1.22399875E-19 4.58078279E-20 7.69925911E-20 7.69925911E-20 7.30784739E-20 3.23607607E-20 0.00000000E+00 3.58182575E-18 1.91347938E-20 2.46366678E-20 2.72631283E-13
Adipose    2.10013294E-19 7.51693142E-19 7.51693142E-19 4.03283844E-19 7.54641147E-19 6.07769629E-19 8.44090660E-19 7.66369079E-19 8.81309220E-19 9.21171371E-19 9.21171371E-19 8.36352148E-19 5.35094903E-19 5.35094903E-19 3.99967338E-19 3.99967338E-19 3.99967338E-19 1.24053321E-18 4.79194965E-14 2.02418977E-19 1.36806646E-19 1.36806646E-19 2.93374537E-20 1.01073304E-19 1.01073304E-19 1.10601447E-19 7.73050155E-19 0.00000000E+00 9.72521128E-19 2.26852169E-18 5.01513284E-19 2.81981613E-13
Muscle     6.18632385E-19 2.05863657E-19 2.05863657E-19 6.63749675E-20 1.06459821E-19 1.78578591E-19 1.73227322E-19 4.21196177E-19 5.55442545E-20 7.33204026E-19 7.33204026E-19 1.26977293E-18 2.23231250E-19 2.23231250E-19 2.89833726E-19 2.89833726E-19 2.89833726E-19 2.52583123E-19 7.88751485E-14 1.14711030E-19 3.28061657E-19 3.28061657E-19 1.03713691E-19 2.13425930E-19 2.13425930E-19 2.01826172E-19 2.14082822E-19 0.00000000E+00 1.38033913E-21 5.32467334E-19 1.30274572E-19 2.78977031E-13
