  T/S       O-cavity       Oesophagus-s   Oesophagus-f   St-cont        SI-cont        RC-cont        LC-cont        RS-cont        ET1-sur        ET2-sur        ET2-seq        LN-ET          Bronchi        Bronchi-q      Brchiole       Brchiole-q     ALV            LN-Th          Blood          Liver          C-bone-S       C-bone-V       C-marrow       T-bone-S       T-bone-V       T-marrow       Kidneys        Ovaries        Testes         Ureters        UB-cont        Other          
Bronch-bas 4.00143578E-20 6.77416240E-17 6.77416240E-17 1.17798424E-19 1.50412329E-20 6.53111223E-21 4.88775981E-21 9.36888723E-22 1.52169916E-20 6.44459470E-20 6.44459470E-20 8.76262364E-20 1.57774330E-11 5.76623318E-09 1.12245280E-15 3.74556819E-17 3.50780520E-17 5.68900827E-16 6.68460074E-13 2.60561962E-19 2.35856401E-19 2.35856401E-19 1.32852474E-20 1.39299632E-19 1.39299632E-19 2.71248479E-19 4.18744847E-20 7.39564666E-22 0.00000000E+00 1.16101719E-20 8.35102450E-22 3.44534970E-13
Bronch-sec 4.00143578E-20 6.77416240E-17 6.77416240E-17 1.17798424E-19 1.50412329E-20 6.53111223E-21 4.88775981E-21 9.36888723E-22 1.52169916E-20 6.44459470E-20 6.44459470E-20 8.76262364E-20 3.61338863E-09 1.09449482E-09 1.12245280E-15 3.74556819E-17 3.50748477E-17 5.68900827E-16 6.68460074E-13 2.60561962E-19 2.35856401E-19 2.35856401E-19 1.32852474E-20 1.39299632E-19 1.39299632E-19 2.71248479E-19 4.18744847E-20 7.39564666E-22 0.00000000E+00 1.16101719E-20 8.35102450E-22 3.22389179E-13
Bchiol-sec 3.98957967E-20 4.98709475E-18 4.98709475E-18 7.75725790E-19 2.26691951E-20 8.86035641E-21 6.88839759E-21 1.33656767E-21 2.03476414E-20 4.30360626E-20 4.30360626E-20 7.22309226E-20 2.83296846E-17 2.83296846E-17 2.07898421E-09 9.86043497E-10 6.15331902E-13 1.87374540E-17 6.68460074E-13 1.87983367E-18 4.62596417E-19 4.62596417E-19 1.71545036E-20 5.83416546E-19 5.83416546E-19 1.07977082E-18 6.43882687E-20 9.66897488E-22 0.00000000E+00 1.60954650E-20 1.02778019E-21 1.22482137E-13
AI         3.98957967E-20 4.98709475E-18 4.98709475E-18 7.75725790E-19 2.26691951E-20 8.86035641E-21 6.88839759E-21 1.33656767E-21 2.03476414E-20 4.30360626E-20 4.30360626E-20 7.22309226E-20 2.83296846E-17 2.83296846E-17 1.12245280E-15 1.12245280E-15 1.86413234E-11 1.87374540E-17 2.29527804E-12 1.87983367E-18 4.62596417E-19 4.62596417E-19 1.71545036E-20 5.83416546E-19 5.83416546E-19 1.07977082E-18 6.43882687E-20 9.66897488E-22 0.00000000E+00 1.60954650E-20 1.02778019E-21 1.50252081E-13
LN-Th      4.57293213E-19 1.47539626E-16 1.47539626E-16 5.88575554E-20 8.47839753E-21 4.24144181E-21 2.90987294E-21 4.51573443E-22 3.70567400E-20 3.28670485E-17 3.28670485E-17 3.55218549E-17 9.29118167E-16 9.29118167E-16 1.76495762E-17 1.76495762E-17 1.76495762E-17 1.32145914E-09 2.22318009E-13 1.16853140E-19 2.80525081E-19 2.80525081E-19 9.18752085E-21 1.90370610E-19 1.90370610E-19 3.30929553E-19 2.24080403E-20 3.77184389E-22 0.00000000E+00 6.29366968E-21 4.66409597E-22 1.74800623E-18
R-marrow   4.04934085E-19 9.41775361E-19 9.41775361E-19 1.59571972E-19 2.69229737E-19 1.35577777E-19 1.32820431E-19 4.84193756E-19 1.30040655E-19 4.36256636E-19 4.36256636E-19 2.59568613E-19 5.38843996E-19 5.38843996E-19 1.89761783E-18 1.89761783E-18 1.89761783E-18 4.99110019E-19 6.30696774E-13 5.91491515E-19 1.16800268E-17 1.49564777E-18 1.09814779E-19 2.55675324E-12 2.47680463E-13 4.78441943E-12 3.41407788E-19 2.14467345E-19 0.00000000E+00 1.34853593E-18 2.57021152E-19 2.37824659E-13
Endost-BS  5.24905061E-19 3.77937412E-19 3.77937412E-19 6.96850641E-20 1.25379923E-19 7.39148101E-20 7.54384799E-20 2.28951020E-19 2.38676231E-19 4.47471871E-19 4.47471871E-19 1.75181977E-19 2.20411419E-19 2.20411419E-19 7.15820411E-19 7.15820411E-19 7.15820411E-19 2.07497877E-19 2.39253015E-13 2.30713414E-19 2.88423811E-12 1.75117890E-18 3.91395694E-13 1.92229135E-11 1.78706765E-12 5.44403549E-12 1.41515443E-19 1.46801023E-19 0.00000000E+00 5.54192847E-19 1.58410394E-19 2.28594497E-13
Brain      2.12144189E-19 1.81606705E-20 1.81606705E-20 1.17163962E-21 2.59071938E-22 1.60457975E-22 1.14326508E-22 2.58959786E-23 2.85347632E-19 7.94935886E-19 7.94935886E-19 1.27552474E-19 1.75101868E-20 1.75101868E-20 7.09219444E-21 7.09219444E-21 7.09219444E-21 1.99615169E-20 1.49226718E-13 1.54020430E-21 6.92668961E-19 6.92668961E-19 5.19714009E-22 8.66601240E-19 8.66601240E-19 3.15628768E-19 5.48697382E-22 1.96058337E-23 0.00000000E+00 1.88592194E-22 2.43258456E-23 3.29201373E-13
Eye-lens   8.08282016E-19 1.81798966E-20 1.81798966E-20 2.18104285E-21 5.17406875E-22 5.18977008E-23 6.06055300E-22 0.00000000E+00 1.81734879E-17 1.59075297E-18 1.59075297E-18 1.37375419E-19 1.82375750E-20 1.82375750E-20 1.08906345E-20 1.08906345E-20 1.08906345E-20 1.87694975E-20 6.95344595E-18 4.16389647E-21 3.11527196E-19 3.11527196E-19 1.31216652E-21 1.92886027E-19 1.92886027E-19 7.27372103E-20 1.66450115E-21 7.76478813E-23 0.00000000E+00 7.01288670E-22 7.01977606E-26 3.41688838E-13
P-gland    7.49289878E-19 3.93270240E-20 3.93270240E-20 1.43864233E-21 1.07856919E-22 4.70094603E-22 2.59312264E-22 3.64270846E-26 3.78754522E-19 3.29647812E-18 3.29647812E-18 3.86733360E-19 4.18808934E-20 4.18808934E-20 1.17944222E-20 1.17944222E-20 1.17957040E-20 4.80636924E-20 1.22164355E-13 2.40646908E-21 2.07353681E-18 2.07353681E-18 3.10565890E-22 1.64014807E-18 1.64014807E-18 4.44443757E-19 9.52990596E-22 2.92765709E-23 0.00000000E+00 1.28965594E-22 2.34029919E-28 3.31717975E-13
Tongue     1.44136603E-14 6.63925914E-19 6.63925914E-19 5.83672894E-21 1.27709488E-21 6.95937401E-22 5.46630574E-22 1.07717530E-22 1.68949511E-18 1.03680045E-16 1.03680045E-16 1.48859820E-16 4.99398411E-19 4.99398411E-19 4.10910204E-20 4.10910204E-20 4.10910204E-20 4.66425619E-19 1.22164355E-13 8.31273249E-21 7.23254510E-19 7.23254510E-19 1.75326173E-21 5.87870597E-19 5.87870597E-19 2.83937717E-19 2.52438927E-21 8.27620286E-23 0.00000000E+00 9.11157768E-22 1.00857010E-22 6.98982487E-18
Tonsils    2.73058939E-16 2.01810150E-19 2.01810150E-19 4.10461594E-21 1.06531919E-21 4.74788980E-22 5.29567394E-22 2.42889955E-23 7.50283227E-19 1.58868616E-16 1.58868616E-16 1.22250872E-17 1.67827987E-19 1.67827987E-19 2.91756338E-20 2.91756338E-20 2.91756338E-20 1.62604892E-19 1.22162753E-13 5.97820113E-21 8.57645073E-19 8.57645073E-19 1.32443919E-21 4.44075257E-19 4.44075257E-19 2.13602169E-19 1.70006947E-21 8.66392957E-23 0.00000000E+00 6.12223679E-22 4.10397507E-23 3.31414728E-13
S-glands   3.94728221E-17 4.39797446E-19 4.39797446E-19 4.87798653E-21 9.56194949E-22 5.38860018E-22 4.06920784E-22 8.25521435E-23 2.30921697E-19 1.69109728E-17 1.69109728E-17 6.58734863E-17 3.81718548E-19 3.81718548E-19 3.90081909E-20 3.90081909E-20 3.90081909E-20 5.06079487E-19 1.22162753E-13 6.58238188E-21 7.32082502E-19 7.32082502E-19 1.74573150E-21 4.04789889E-19 4.04789889E-19 1.98557732E-19 2.07449812E-21 9.72617258E-23 0.00000000E+00 6.78345503E-22 7.73498764E-23 3.31525233E-13
Thyroid    5.54945870E-19 6.76775370E-17 6.76775370E-17 1.64030829E-20 2.95729736E-21 1.62300478E-21 1.08063600E-21 2.16998783E-22 6.78265394E-20 3.80420785E-18 3.80420785E-18 5.81814369E-18 1.66722485E-16 1.66722485E-16 7.41343082E-19 7.41343082E-19 7.41343082E-19 2.84979132E-16 5.17278701E-13 2.49571031E-20 1.82263597E-19 1.82263597E-19 4.92124530E-21 1.44247153E-19 1.44247153E-19 1.73868192E-19 7.05678634E-21 1.57723060E-22 0.00000000E+00 2.14595519E-21 2.36128771E-22 2.98518059E-13
Breast     1.01605226E-19 1.20953110E-19 1.20953110E-19 8.88615145E-20 1.31708520E-20 5.80580694E-21 4.58446780E-21 7.85851545E-22 3.10581912E-19 4.26996056E-20 4.26996056E-20 1.64527503E-19 1.86653561E-19 1.86653561E-19 1.02476810E-18 1.02476810E-18 1.02476810E-18 1.73035061E-19 1.22162753E-13 1.45799662E-19 2.24336752E-20 2.24336752E-20 7.32451003E-21 7.46614243E-20 7.46614243E-20 1.28989627E-19 2.43546848E-20 6.06760257E-22 0.00000000E+00 9.02249667E-21 7.14362430E-22 3.31443301E-13
Thymus     1.53309064E-19 9.08722460E-18 9.08722460E-18 3.62284147E-20 6.35343086E-21 3.30032335E-21 2.19850658E-21 4.49154156E-22 4.51477312E-20 2.17687719E-19 2.17687719E-19 3.47351862E-19 3.20355189E-17 3.20355189E-17 7.35687399E-18 7.35687399E-18 7.35687399E-18 3.39100653E-17 1.22164355E-13 6.06648105E-20 4.26291098E-19 4.26291098E-19 7.81974278E-21 8.34990298E-19 8.34990298E-19 1.63918676E-18 1.50638235E-20 3.57285357E-22 0.00000000E+00 4.91467637E-21 3.91732151E-22 3.31515569E-13
Ht-wall    3.37802891E-20 2.82639954E-17 2.82639954E-17 3.62860931E-18 3.65392370E-20 1.01097336E-20 1.04872064E-20 1.55973483E-21 2.06889050E-20 3.05647208E-20 3.05647208E-20 4.99174106E-20 3.11543218E-17 3.11543218E-17 1.31570733E-17 1.31570733E-17 1.31570733E-17 3.05374838E-17 5.76511165E-13 1.50776023E-18 8.72705532E-20 8.72705532E-20 1.17157553E-20 2.62724900E-19 2.62724900E-19 5.57429243E-19 7.84810130E-20 1.13696852E-21 0.00000000E+00 2.22430162E-20 1.27549270E-21 2.93520587E-13
Adrenals   4.90201918E-21 6.08554695E-19 6.08554695E-19 2.96755129E-18 2.42168976E-18 8.66473066E-20 4.56524168E-20 8.54761156E-21 3.56019637E-21 4.29511473E-21 4.29511473E-21 6.27957052E-21 6.05558625E-20 6.05558625E-20 1.58301446E-19 1.58301446E-19 1.58301446E-19 5.10853973E-20 6.51172590E-13 9.83159579E-18 5.34357902E-19 5.34357902E-19 7.55121800E-21 3.40029916E-19 3.40029916E-19 4.39781424E-19 3.43506639E-17 6.25954332E-21 0.00000000E+00 1.45016198E-18 6.42632989E-21 2.87310552E-13
Liver      8.98869075E-21 2.12624842E-18 2.12624842E-18 2.59264199E-18 6.63188913E-19 3.02891465E-19 3.21588864E-20 6.13024767E-21 7.02794716E-21 7.16749673E-21 7.16749673E-21 1.11517892E-20 1.65008156E-19 1.65008156E-19 1.97884818E-18 1.97884818E-18 1.97884818E-18 1.14421036E-19 9.27003294E-13 9.27003294E-12 8.95728809E-20 8.95728809E-20 1.08318346E-20 2.00688627E-19 2.00688627E-19 3.54241221E-19 2.68076170E-18 4.82639645E-21 0.00000000E+00 2.15508759E-19 5.43522351E-21 2.77342066E-19
Pancreas   3.39116675E-21 7.80596406E-20 7.80596406E-20 8.25889936E-18 1.77841590E-17 1.09403019E-18 1.55334215E-19 1.70679861E-20 3.16077377E-21 2.56909000E-21 2.56909000E-21 3.77649020E-21 2.63574054E-20 2.63574054E-20 5.58374527E-20 5.58374527E-20 5.58374527E-20 2.23920186E-20 6.96305901E-13 2.33308940E-18 7.93413818E-20 7.93413818E-20 5.77360319E-21 9.49305590E-20 9.49305590E-20 9.08546220E-20 1.03950813E-17 1.24976175E-20 0.00000000E+00 1.14469101E-17 1.54834336E-20 2.83580951E-13
Kidneys    2.80396907E-21 8.26691024E-20 8.26691024E-20 1.23710455E-18 3.31041706E-18 2.03668675E-18 1.53012661E-19 1.98237297E-20 2.15444672E-21 2.35311661E-21 2.35311661E-21 3.52510871E-21 2.82639954E-20 2.82639954E-20 6.37329785E-20 6.37329785E-20 6.37329785E-20 2.29671999E-20 9.39932858E-13 2.67050777E-18 1.00860214E-19 1.00860214E-19 9.07889328E-21 1.50719946E-19 1.50719946E-19 2.03348240E-19 4.69966429E-11 1.41021972E-20 0.00000000E+00 9.85642953E-18 1.48930315E-20 5.73917445E-19
Spleen     6.73651126E-21 4.51653552E-19 4.51653552E-19 1.13815413E-17 6.28485771E-19 1.95353379E-20 4.61346719E-20 5.85371201E-21 4.41591883E-21 6.36865154E-21 6.36865154E-21 9.41919557E-21 1.20650298E-19 1.20650298E-19 3.33589166E-18 3.33589166E-18 3.33589166E-18 7.72233045E-20 1.25351084E-12 1.93751203E-19 8.37697976E-20 8.37697976E-20 1.53659940E-20 2.52951624E-19 2.52951624E-19 4.46927131E-19 4.46446478E-18 3.71032031E-21 0.00000000E+00 8.04677119E-20 3.96426528E-21 2.37029027E-13
GB-wall    5.61514793E-21 1.60073453E-19 1.60073453E-19 1.07712723E-18 3.96570724E-18 1.50546911E-19 6.18007536E-20 9.32642955E-21 4.72449802E-21 4.19610022E-21 4.19610022E-21 6.18360015E-21 4.82126948E-20 4.82126948E-20 1.04008491E-19 1.04008491E-19 1.04008491E-19 4.16357604E-20 1.22164355E-13 2.51894187E-17 2.90891163E-19 2.90891163E-19 6.24256025E-21 1.63758459E-19 1.63758459E-19 1.99871517E-19 8.28966114E-18 7.27163820E-21 0.00000000E+00 8.54216416E-18 8.44090660E-21 3.31299707E-13
Ureters    1.00009458E-21 1.82311662E-20 1.82311662E-20 1.83993948E-19 5.42352763E-18 1.47735092E-18 1.29391773E-18 5.50459776E-18 9.13881468E-22 7.10709468E-22 7.10709468E-22 1.07472397E-21 7.54016298E-21 7.54016298E-21 1.53442044E-20 1.53442044E-20 1.53450055E-20 6.36064065E-21 1.22164355E-13 2.08555313E-19 5.26731542E-19 5.26731542E-19 6.79483048E-21 5.01497262E-19 5.01497262E-19 7.71640240E-19 9.10084310E-18 1.20642287E-18 0.00000000E+00 1.08521822E-09 3.38571935E-18 1.58807714E-18
UB-wall    1.12858914E-22 7.96890541E-22 7.96890541E-22 5.82198892E-21 3.44451923E-18 1.55403108E-19 3.06784754E-19 1.44048484E-17 2.02146607E-22 7.53759950E-23 7.53759950E-23 1.07823273E-22 4.75878460E-22 4.75878460E-22 9.46678021E-22 9.46678021E-22 9.46678021E-22 4.59199803E-22 8.22140843E-14 4.78826465E-21 3.70759661E-19 3.70759661E-19 1.41456162E-20 3.65376348E-19 3.65376348E-19 4.91627855E-19 1.33647154E-20 1.10319464E-17 0.00000000E+00 1.64351264E-17 1.81158095E-13 3.34863424E-13
Ovaries    9.95015685E-23 8.92027781E-22 8.92027781E-22 5.49546535E-21 5.51244842E-18 9.38362725E-20 9.77295614E-20 1.38634729E-17 1.67283247E-22 6.10156872E-23 6.10156872E-23 8.65479717E-23 5.49258143E-22 5.49258143E-22 1.08549059E-21 1.08549059E-21 1.08555468E-21 5.78754212E-22 5.31041397E-13 4.87350044E-21 1.51796609E-19 1.51796609E-19 1.75630587E-20 1.20557372E-19 1.20557372E-19 1.80260877E-19 1.46184185E-20 1.41829469E-09 0.00000000E+00 1.31881555E-18 3.91844303E-18 1.46389150E-18
Testes     0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
Prostate   0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
Uterus     1.01839144E-22 7.79186491E-22 7.79186491E-22 5.56996656E-21 6.62099433E-18 8.64101845E-20 1.19068950E-19 2.83521151E-17 1.10816139E-22 6.78329481E-23 6.78329481E-23 9.27515990E-23 4.97924409E-22 4.97924409E-22 9.79346399E-22 9.79346399E-22 9.79378443E-22 4.44780215E-22 1.22162753E-13 4.74164131E-21 1.56388447E-19 1.56388447E-19 1.62749088E-20 1.51008338E-19 1.51008338E-19 2.19930766E-19 1.40760817E-20 1.16524694E-16 0.00000000E+00 1.51716500E-18 2.39990016E-17 3.31587200E-13
LN-Sys     1.23066380E-19 1.50271337E-17 1.50271337E-17 2.38003317E-18 7.61354267E-18 4.05366673E-18 5.23799559E-18 5.06800466E-18 2.62724900E-20 6.50371501E-19 6.50371501E-19 8.00527482E-19 1.41829469E-17 1.41829469E-17 3.01177136E-18 3.01177136E-18 3.01177136E-18 1.18168527E-17 2.22318009E-13 9.61369979E-19 2.84690740E-19 2.84690740E-19 2.65464622E-20 2.68460692E-19 2.68460692E-19 4.55418666E-19 4.41559840E-18 8.15027179E-18 0.00000000E+00 1.51979257E-17 1.44724602E-18 3.23299587E-13
Skin       1.89601565E-19 4.55755123E-20 4.55755123E-20 4.76935897E-20 3.92549261E-20 6.88919868E-20 6.16485469E-20 3.87566492E-20 1.29181888E-18 6.13120898E-20 6.13120898E-20 1.90723089E-19 1.01300813E-19 1.01300813E-19 8.06071012E-20 8.06071012E-20 8.06071012E-20 9.85546822E-20 2.07722182E-13 7.04909589E-20 1.38623514E-19 1.38623514E-19 5.27388434E-20 8.70750877E-20 8.70750877E-20 8.13921677E-20 3.96602768E-20 2.64070729E-20 0.00000000E+00 2.22830706E-20 1.03864295E-19 3.24343143E-13
Adipose    3.13818309E-19 3.24200412E-19 3.24200412E-19 1.47727081E-19 3.80997569E-19 2.80348842E-19 3.37129976E-19 4.92204639E-19 1.67235182E-18 9.61225783E-19 9.61225783E-19 5.98621201E-19 7.41983953E-19 7.41983953E-19 3.28878767E-19 3.28878767E-19 3.28878767E-19 9.75260849E-19 6.55530510E-14 1.23327535E-19 1.32826839E-19 1.32826839E-19 4.53191641E-20 1.03607947E-19 1.03607947E-19 1.32812420E-19 3.65889044E-19 1.14735063E-18 0.00000000E+00 1.27967438E-18 2.32443765E-19 3.36227978E-13
Muscle     7.89280203E-19 5.25738192E-19 5.25738192E-19 1.18966411E-19 2.02627260E-19 4.83536864E-19 4.47600045E-19 3.17839771E-19 2.60545940E-19 8.97058615E-19 8.97058615E-19 1.96667164E-18 5.11046234E-19 5.11046234E-19 4.81806513E-19 4.81806513E-19 4.81806513E-19 5.52174104E-19 9.82550752E-14 2.43162325E-19 4.74724893E-19 4.74724893E-19 1.48319886E-19 2.51189230E-19 2.51189230E-19 3.44275684E-19 4.82687710E-19 6.14162313E-19 0.00000000E+00 1.00961151E-18 2.08731553E-19 3.33489247E-13
