  T/S       O-cavity       Oesophagus-s   Oesophagus-f   St-cont        SI-cont        RC-cont        LC-cont        RS-cont        ET1-sur        ET2-sur        ET2-seq        LN-ET          Bronchi        Bronchi-q      Brchiole       Brchiole-q     ALV            LN-Th          Blood          Liver          C-bone-S       C-bone-V       C-marrow       T-bone-S       T-bone-V       T-marrow       Kidneys        Ovaries        Testes         Ureters        UB-cont        Other          
Bronch-bas 1.60586149E-20 1.57558036E-16 1.57558036E-16 7.24952817E-20 4.08026286E-21 1.19725842E-21 9.10148397E-22 9.82614839E-23 3.90226105E-21 6.06215517E-20 6.06215517E-20 6.83680751E-20 1.20884216E-10 6.37858503E-09 1.80997878E-15 8.53463393E-17 8.17318291E-17 1.32395854E-15 7.12471862E-13 3.60633905E-19 4.11470965E-19 4.11470965E-19 4.64214615E-21 2.13345821E-19 2.13345821E-19 4.50419876E-19 1.58456857E-20 1.12511242E-22 0.00000000E+00 2.83008455E-21 1.19866834E-22 3.66736477E-13
Bronch-sec 1.60586149E-20 1.57558036E-16 1.57558036E-16 7.24952817E-20 4.08026286E-21 1.19725842E-21 9.10148397E-22 9.82614839E-23 3.90226105E-21 6.06215517E-20 6.06215517E-20 6.83680751E-20 4.71184083E-09 1.62428652E-09 1.80997878E-15 8.53463393E-17 8.17318291E-17 1.32395854E-15 7.12471862E-13 3.60633905E-19 4.11470965E-19 4.11470965E-19 4.64214615E-21 2.13345821E-19 2.13345821E-19 4.50419876E-19 1.58456857E-20 1.12511242E-22 0.00000000E+00 2.83008455E-21 1.19866834E-22 3.38670525E-13
Bchiol-sec 1.57506766E-20 1.09012088E-17 1.09012088E-17 1.51658822E-18 8.71295617E-21 2.02979739E-21 1.50886573E-21 1.98045036E-22 1.20430800E-20 1.81286270E-20 1.81286270E-20 3.87133905E-20 6.50531719E-17 6.50531719E-17 2.13906583E-09 1.03212209E-09 9.99661997E-13 4.30200409E-17 7.12471862E-13 4.04773868E-18 9.44675300E-19 9.44675300E-19 7.40718233E-21 1.26794645E-18 1.26794645E-18 2.37586751E-18 3.49691040E-20 1.32318950E-22 0.00000000E+00 4.79675618E-21 1.42777958E-22 1.31472679E-13
AI         1.58277413E-20 1.09021701E-17 1.09021701E-17 1.51692468E-18 8.75509341E-21 2.04806220E-21 1.52269251E-21 2.02611239E-22 1.20796096E-20 1.82119401E-20 1.82119401E-20 3.88447689E-20 6.50547741E-17 6.50547741E-17 1.80997878E-15 1.80997878E-15 1.98685906E-11 4.30216430E-17 2.44636328E-12 4.04821933E-18 9.44835518E-19 9.44835518E-19 7.44130869E-21 1.26809065E-18 1.26809065E-18 2.37618795E-18 3.50780520E-20 1.36301960E-22 0.00000000E+00 4.83040189E-21 1.46325176E-22 1.60147092E-13
LN-Th      7.04284740E-19 3.45044728E-16 3.45044728E-16 3.06175927E-20 2.06296244E-21 9.19168651E-22 4.93902946E-22 5.30256330E-23 1.00946732E-20 7.56675911E-17 7.56675911E-17 8.31145074E-17 2.15348542E-15 2.15348542E-15 4.04485476E-17 4.04485476E-17 4.04485476E-17 1.40845733E-09 2.36961902E-13 1.19325298E-19 5.03868483E-19 5.03868483E-19 2.90827076E-21 3.14395092E-19 3.14395092E-19 5.84025373E-19 6.37874525E-21 3.59400230E-23 0.00000000E+00 1.35746005E-21 8.37025062E-23 3.98459114E-18
R-marrow   7.67250276E-19 1.77457068E-18 1.77457068E-18 1.95337357E-19 3.81846722E-19 1.03561484E-19 1.03223425E-19 8.39107892E-19 2.25137840E-19 7.78785947E-19 7.78785947E-19 3.88607907E-19 9.16220646E-19 9.16220646E-19 4.16645995E-18 4.16645995E-18 4.16645995E-18 8.27460068E-19 6.72225189E-13 1.16258732E-18 1.88239715E-17 3.03420183E-18 2.33292918E-19 2.72498177E-12 2.89449204E-13 5.12776585E-12 5.52286257E-19 2.12256341E-19 0.00000000E+00 2.68957367E-18 3.79235174E-19 2.53935248E-13
Endost-BS  1.03019948E-18 6.78810134E-19 6.78810134E-19 7.88719441E-20 1.55935031E-19 5.29487285E-20 5.52462496E-20 3.41856397E-19 4.30456757E-19 7.92084012E-19 7.92084012E-19 2.34798964E-19 3.49114257E-19 3.49114257E-19 1.54587601E-18 1.54587601E-18 1.54587601E-18 3.18368490E-19 2.55018431E-13 4.38163226E-19 3.07409603E-12 3.33316796E-18 4.09836745E-13 2.06536571E-11 2.08314987E-12 5.73867574E-12 2.13730343E-19 1.25700358E-19 0.00000000E+00 1.04308098E-18 2.04694068E-19 2.41472455E-13
Brain      1.20852172E-19 4.44459779E-21 4.44459779E-21 1.68228531E-22 3.07425624E-23 1.64383308E-23 1.21412934E-23 2.90843098E-24 2.52406884E-19 1.20310637E-18 1.20310637E-18 4.99814977E-20 4.29719756E-21 4.29719756E-21 1.41319977E-21 1.41319977E-21 1.41319977E-21 4.82992124E-21 1.59052866E-13 2.32700113E-22 1.40618224E-18 1.40618224E-18 8.37345497E-23 1.73083126E-18 1.73083126E-18 6.23278697E-19 6.67691029E-23 1.98509667E-24 0.00000000E+00 2.17960089E-23 2.66682276E-24 3.50876687E-13
Eye-lens   1.04223183E-18 4.17479127E-21 4.17479127E-21 2.71328588E-22 8.27171677E-23 1.55672274E-23 4.45324955E-23 1.24368950E-24 3.94952526E-17 2.89032638E-18 2.89032638E-18 3.93879068E-20 5.44643875E-21 5.44643875E-21 2.64471273E-21 2.64471273E-21 2.64471273E-21 3.35800170E-21 1.06461423E-17 1.64046851E-21 5.89665034E-19 5.89665034E-19 2.36929859E-22 3.16477921E-19 3.16477921E-19 1.15701175E-19 3.05807426E-22 8.20426514E-24 0.00000000E+00 1.25410365E-22 1.72586451E-24 3.64190240E-13
P-gland    4.86997565E-19 1.00853806E-20 1.00853806E-20 1.18995250E-22 1.24727837E-23 7.03852153E-24 4.31930759E-23 1.12822064E-24 1.74621215E-19 4.77224288E-18 4.77224288E-18 1.76960393E-19 1.09888479E-20 1.09888479E-20 2.04678046E-21 2.04678046E-21 2.04726112E-21 1.21081284E-20 1.30208883E-13 3.36441041E-22 4.45773564E-18 4.45773564E-18 2.37811056E-23 3.41295635E-18 3.41295635E-18 8.95312243E-19 1.23720068E-22 3.06400231E-24 0.00000000E+00 6.84770231E-24 7.59447677E-25 3.53567376E-13
Tongue     2.31354285E-14 1.19773908E-18 1.19773908E-18 1.22539264E-21 2.19353983E-22 8.19385099E-23 7.38090664E-23 1.44900841E-23 2.20203136E-18 2.40454647E-16 2.40454647E-16 3.45557425E-16 8.25905957E-19 8.25905957E-19 1.48861422E-20 1.48861422E-20 1.48861422E-20 6.90602153E-19 1.30207281E-13 1.93783246E-21 1.46131313E-18 1.46131313E-18 3.86028403E-22 1.13775359E-18 1.13775359E-18 5.29118785E-19 4.43145995E-22 8.84289268E-24 0.00000000E+00 1.24785516E-22 1.07517258E-23 1.14289023E-17
Tonsils    6.33019930E-16 2.26595821E-19 2.26595821E-19 7.95432561E-22 2.07385724E-22 5.69012979E-23 4.10910204E-23 6.07593389E-24 5.49194056E-19 3.71897206E-16 3.71897206E-16 2.59808939E-17 1.68340683E-19 1.68340683E-19 8.83712485E-21 8.83712485E-21 8.83712485E-21 1.13350782E-19 1.30207281E-13 9.08337938E-22 1.77489111E-18 1.77489111E-18 2.39909907E-22 7.94743625E-19 7.94743625E-19 3.60377557E-19 2.54073147E-22 9.05790477E-24 0.00000000E+00 8.41591265E-23 6.75461585E-24 3.53235060E-13
S-glands   9.13801359E-17 7.32002393E-19 7.32002393E-19 1.00748062E-21 1.41068435E-22 6.80091875E-23 5.04957963E-23 8.06759948E-24 9.54048033E-20 3.76719757E-17 3.76719757E-17 1.52483943E-16 6.19641756E-19 6.19641756E-19 1.79924419E-20 1.79924419E-20 1.79924419E-20 8.55914723E-19 1.30207281E-13 1.54284789E-21 1.50575751E-18 1.50575751E-18 4.01938015E-22 7.40493929E-19 7.40493929E-19 3.47944668E-19 3.46214317E-22 1.16261937E-23 0.00000000E+00 9.25048638E-23 6.72513580E-24 3.53338481E-13
Thyroid    5.96522350E-19 1.57436270E-16 1.57436270E-16 4.37938921E-21 5.52654757E-22 2.50836751E-22 1.49133792E-22 2.18216438E-23 2.16470065E-20 7.77600336E-18 7.77600336E-18 1.15688358E-17 3.92405065E-16 3.92405065E-16 1.31375268E-18 1.31375268E-18 1.31375268E-18 6.66793810E-16 5.51340973E-13 8.35102450E-21 2.77400837E-19 2.77400837E-19 1.26818678E-21 1.93510876E-19 1.93510876E-19 2.48064985E-19 1.54656494E-21 1.21353654E-23 0.00000000E+00 4.75622112E-22 2.64439229E-23 3.18172123E-13
Breast     1.46908369E-19 6.07817694E-20 6.07817694E-20 4.88984264E-20 3.43074051E-21 1.20262571E-21 8.66793501E-22 9.81349120E-23 6.65816483E-19 3.31298054E-20 3.31298054E-20 2.75606399E-19 1.76031131E-19 1.76031131E-19 2.00944975E-18 2.00944975E-18 2.00944975E-18 1.54243133E-19 1.30207281E-13 1.45841319E-19 1.58290230E-20 1.58290230E-20 2.20844007E-21 1.33760908E-19 1.33760908E-19 2.43755131E-19 6.37441937E-21 7.59191328E-23 0.00000000E+00 2.05975809E-21 1.06594404E-22 3.53272402E-13
Thymus     1.20914657E-19 1.99454951E-17 1.99454951E-17 1.12700298E-20 1.37187964E-21 5.41311348E-22 3.39308936E-22 5.35671687E-23 2.13938626E-20 2.34126050E-19 2.34126050E-19 3.51277195E-19 7.36712792E-17 7.36712792E-17 1.64495460E-17 1.64495460E-17 1.64495460E-17 7.77696467E-17 1.30207281E-13 2.70671696E-20 8.54056198E-19 8.54056198E-19 2.28902955E-21 1.81670792E-18 1.81670792E-18 3.66994546E-18 3.59784752E-21 4.28518123E-23 0.00000000E+00 9.66577053E-22 5.31682267E-23 3.53338746E-13
Ht-wall    1.24035697E-20 6.50339458E-17 6.50339458E-17 7.84409586E-18 1.46075237E-20 2.23904164E-21 2.46398722E-21 2.23231250E-22 1.11423364E-20 1.07969071E-20 1.07969071E-20 2.03925023E-20 7.22934074E-17 7.22934074E-17 2.99414742E-17 2.99414742E-17 2.99414742E-17 7.07841572E-17 6.14482748E-13 3.09540497E-18 1.12959851E-19 1.12959851E-19 4.07481546E-21 5.27404456E-19 5.27404456E-19 1.16313206E-18 3.38379674E-20 1.53129620E-22 0.00000000E+00 6.82911706E-21 1.75069825E-22 3.12845465E-13
Adrenals   1.01334458E-21 1.07754380E-18 1.07754380E-18 5.94583716E-18 5.31153549E-18 3.42753616E-20 1.25479258E-20 1.59797878E-21 7.23430749E-22 7.97435281E-22 7.97435281E-22 1.31726144E-21 2.44988807E-20 2.44988807E-20 1.39203502E-19 1.39203502E-19 1.39203502E-19 1.99679256E-20 6.94046832E-13 2.18056220E-17 1.10114386E-18 1.10114386E-18 1.85612146E-21 6.14050160E-19 6.14050160E-19 8.02289876E-19 7.90353661E-17 1.03633582E-21 0.00000000E+00 2.94496060E-18 1.05011453E-21 3.06229458E-13
Liver      2.23856099E-21 4.63509658E-18 4.63509658E-18 5.44467636E-18 1.28760516E-18 5.26571324E-19 9.80740293E-21 1.15351901E-21 2.44540197E-21 1.61162933E-21 1.61162933E-21 2.95857910E-21 2.12961299E-19 2.12961299E-19 4.27749078E-18 4.27749078E-18 4.27749078E-18 1.14443466E-19 9.88046218E-13 9.88046218E-12 1.33494947E-19 1.33494947E-19 4.09051679E-21 3.83320725E-19 3.83320725E-19 7.05630568E-19 5.62379969E-18 8.76422582E-22 0.00000000E+00 2.69614259E-19 1.03529440E-21 5.61058895E-19
Pancreas   6.42408684E-22 4.25089466E-20 4.25089466E-20 1.80020550E-17 4.05831304E-17 2.07626051E-18 8.03908074E-20 3.75037472E-21 7.66433166E-22 4.47792306E-22 4.47792306E-22 6.96033531E-22 7.44707653E-21 7.44707653E-21 2.04870307E-20 2.04870307E-20 2.04870307E-20 6.11903244E-21 7.42144171E-13 4.59536260E-18 1.04559640E-19 1.04559640E-19 1.48081162E-21 8.66841567E-20 8.66841567E-20 7.75517507E-20 2.29832217E-17 2.59280221E-21 0.00000000E+00 2.60481853E-17 3.58839468E-21 3.02254302E-13
Kidneys    4.89753309E-22 6.24944961E-20 6.24944961E-20 2.08106704E-18 7.05246046E-18 4.33468849E-18 1.08949603E-19 4.70495147E-21 3.99262381E-22 3.91652042E-22 3.91652042E-22 6.64278393E-22 8.85170466E-21 8.85170466E-21 3.47223688E-20 3.47223688E-20 3.47223688E-20 6.60961888E-21 1.00180891E-12 5.60024769E-18 1.43045521E-19 1.43045521E-19 3.07249385E-21 2.20940138E-19 2.20940138E-19 3.34117885E-19 5.00904457E-11 3.10133303E-21 0.00000000E+00 2.24641165E-17 3.38972479E-21 1.22700582E-18
Spleen     1.43007069E-21 6.84658078E-19 6.84658078E-19 2.47520245E-17 1.16567952E-18 4.53960686E-21 1.64335242E-20 1.12458370E-21 9.76622699E-22 1.35390322E-21 1.35390322E-21 2.20267223E-21 1.05227747E-19 1.05227747E-19 7.46902635E-18 7.46902635E-18 7.46902635E-18 4.67819512E-20 1.33605497E-12 1.39298030E-19 1.17386665E-19 1.17386665E-19 7.21748464E-21 5.11863344E-19 5.11863344E-19 9.27211577E-19 9.55586122E-18 6.22862131E-22 0.00000000E+00 4.57581605E-20 6.79947679E-22 2.52635195E-13
GB-wall    1.16348454E-21 1.18740504E-19 1.18740504E-19 1.73115169E-18 8.74708253E-18 8.46109403E-20 2.02979739E-20 1.72890865E-21 1.01177445E-21 8.02177724E-22 8.02177724E-22 1.23489355E-21 1.57250418E-20 1.57250418E-20 4.89096416E-20 4.89096416E-20 4.89096416E-20 1.32394252E-20 1.30207281E-13 5.69061045E-17 5.53135410E-19 5.53135410E-19 1.53318677E-21 2.35519944E-19 2.35519944E-19 3.00247874E-19 1.81718857E-17 1.33070370E-21 0.00000000E+00 1.94231856E-17 1.66193767E-21 3.53122189E-13
Ureters    1.69189837E-22 7.17054087E-21 7.17054087E-21 1.84314383E-19 1.17660637E-17 2.66329797E-18 2.21661117E-18 1.22252475E-17 1.09907705E-22 9.00663512E-23 9.00663512E-23 1.66658398E-22 1.90290501E-21 1.90290501E-21 4.21917156E-21 4.21917156E-21 4.22061352E-21 1.41768586E-21 1.30207281E-13 2.64695577E-19 1.09358158E-18 1.09358158E-18 1.60602171E-21 9.24023245E-19 9.24023245E-19 1.52379801E-18 2.06921093E-17 2.23215228E-18 0.00000000E+00 1.15667529E-09 7.29519020E-18 3.57584336E-18
UB-wall    1.09097004E-23 1.11231103E-22 1.11231103E-22 1.14541199E-21 7.48328572E-18 1.30891410E-19 4.28373927E-19 3.25834632E-17 2.39509363E-23 4.25185596E-24 4.25185596E-24 8.09419561E-24 4.94543816E-23 4.94543816E-23 1.22902958E-22 1.22902958E-22 1.22904560E-22 5.67522955E-23 8.76278386E-14 9.04781106E-22 7.42032018E-19 7.42032018E-19 3.49354583E-21 7.30191934E-19 7.30191934E-19 9.60697065E-19 3.01914137E-21 2.41447997E-17 0.00000000E+00 3.76735779E-17 2.21068312E-13 3.56908635E-13
Ovaries    8.48496646E-24 1.29040896E-22 1.29040896E-22 1.00079954E-21 1.23249028E-17 3.88816190E-20 3.98541401E-20 3.01850050E-17 2.82191345E-23 3.73403252E-24 3.73403252E-24 7.73114242E-24 7.54528995E-23 7.54528995E-23 1.33839415E-22 1.33839415E-22 1.33839415E-22 7.67154146E-23 5.66000888E-13 8.69981832E-22 2.31883003E-19 2.31883003E-19 4.28021449E-21 1.34579621E-19 1.34579621E-19 1.89681674E-19 3.47111536E-21 1.51166954E-09 0.00000000E+00 2.47199810E-18 7.47655658E-18 3.27480400E-18
Testes     0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
Prostate   0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
Uterus     8.18407771E-24 1.01739809E-22 1.01739809E-22 1.01938479E-21 1.48523363E-17 3.30368792E-20 5.78161407E-20 6.41559531E-17 1.51628381E-23 7.47703723E-24 7.47703723E-24 7.53135101E-24 5.27452521E-23 5.27452521E-23 1.30695945E-22 1.30695945E-22 1.30695945E-22 5.59287768E-23 1.30207281E-13 8.22653539E-22 2.56925021E-19 2.56925021E-19 4.07785959E-21 2.25233971E-19 2.25233971E-19 3.13001199E-19 3.02170485E-21 2.70271152E-16 0.00000000E+00 2.88664138E-18 5.39228518E-17 3.53410120E-13
LN-Sys     2.01601867E-19 3.48056820E-17 3.48056820E-17 5.24184081E-18 1.74749389E-17 9.22773548E-18 1.19544796E-17 1.15927082E-17 3.32195273E-20 1.41731736E-18 1.41731736E-18 1.72970974E-18 3.30272661E-17 3.30272661E-17 6.82382988E-18 6.82382988E-18 6.82382988E-18 2.75446182E-17 2.36961902E-13 2.02899630E-18 5.55170175E-19 5.55170175E-19 1.83288990E-20 5.00167456E-19 5.00167456E-19 9.07344588E-19 1.00201720E-17 1.88544129E-17 0.00000000E+00 3.51645695E-17 3.06977015E-18 3.44588316E-13
Skin       3.97067399E-19 5.60681662E-20 5.60681662E-20 5.71223983E-20 4.44331605E-20 1.12174785E-19 9.52654139E-20 4.29142972E-20 2.99847330E-18 9.48232132E-20 9.48232132E-20 3.93526589E-19 1.84042013E-19 1.84042013E-19 1.27547668E-19 1.27547668E-19 1.27547668E-19 1.77425024E-19 2.21388747E-13 1.09675389E-19 2.67194973E-19 2.67194973E-19 5.80084019E-20 1.48443254E-19 1.48443254E-19 1.34709397E-19 4.03139648E-20 1.54957703E-20 0.00000000E+00 1.07707917E-20 1.93510876E-19 3.45695348E-13
Adipose    6.73843387E-19 6.92588852E-19 6.92588852E-19 2.69886629E-19 7.87950396E-19 5.59688312E-19 6.85330992E-19 1.02138751E-18 3.81366069E-18 2.16229739E-18 2.16229739E-18 1.32261271E-18 1.65697092E-18 1.65697092E-18 6.96289879E-19 6.96289879E-19 6.96289879E-19 2.17703741E-18 6.98693144E-14 2.21324660E-19 2.39429254E-19 2.39429254E-19 3.73996057E-20 1.77040502E-19 1.77040502E-19 2.35295639E-19 7.62123311E-19 2.54185300E-18 0.00000000E+00 2.85716133E-18 4.41784145E-19 3.58366596E-13
Muscle     1.77505133E-18 1.13091230E-18 1.13091230E-18 2.05383004E-19 3.61547146E-19 1.01457826E-18 9.28172882E-19 5.96586437E-19 5.87309835E-19 2.03989110E-18 2.03989110E-18 4.49490613E-18 1.09757100E-18 1.09757100E-18 1.03298727E-18 1.03298727E-18 1.03298727E-18 1.19009669E-18 1.04724664E-13 4.97619995E-19 9.71607887E-19 9.71607887E-19 1.97308034E-19 4.90986984E-19 4.90986984E-19 6.89144172E-19 1.02031405E-18 1.26767408E-18 0.00000000E+00 2.24593100E-18 3.55987594E-19 3.55444941E-13
